,text,num_words,tag
10470,"Through her father she has two younger half-sisters, actresses Naian Gonzalez Norvind and Tessa Ía.",15,comp_sent
10471,"After emigrating to Canada in 1963 Takahashi's first entry into television, while still a student at Concordia and a journalist for the university paper 'The Georgian', was in 1980 on a pilot project between CFCF and CUTV, the Concordia University television station.",42,comp_sent
10472,"At this time, the 30th Battalion was again attached to the 8th Brigade and undertook garrison duties in New South Wales.",21,comp_sent
10473,"At the 1998 Stinkers Bad Movie Awards, the film won Worst Supporting Actress for Chabert and was nominated for four other awards: Worst Song in a Movie for Lost in Space.",31,comp_sent
10474,"As of January 1, 2012, the commune had a population of 3,511, of which 2,300 were ethnic Hungarians.",18,comp_sent
10475,"A cellist and master of the tombak, he has played on more than 40 CDs with musicians all over the world, appearing at more than 100 well known festivals and venues, such as Lincoln Center in New York, Théâtre de la Ville in Paris, Davies Symphony Hall in San Francisco.",50,comp_sent
10476,"Brouhard retired from baseball and owns a painting business in Camarillo, California.",12,comp_sent
10478,"Chasseur means hunter in French, French hunter's chicken is prepared using sautéed chicken that is cooked crisp and a chasseur sauce consisting of tomatoes, mushrooms, onions, white wine, brandy and tarragon.",31,comp_sent
10479,"As Aslan approaches, she attacks him with the rod of iron she has torn from a London lamp post with her great physical strength; when this has no effect, she flees.",31,comp_sent
10480,"Lane Mitchell , was a civil engineer who served from 1934 to 1968 as the elected citywide public works commissioner in his adopted city of Shreveport, Louisiana.",27,comp_sent
10481,"In total, athletes representing Finland won one silver medal and the country finished in 23rd place in the medal table.",20,comp_sent
10482,"In response to criticism of female scriptwriters, a 1913 article listed Breuil alongside Maibelle Heikes Justice, Hetty Gray Baker, and Gene Gauntier as an example of an excellent scriptwriter.",29,comp_sent
10484,"Repelling demons and sorcerers, the god has taken his place facing evening, while being hymned.",15,comp_sent
10485,"To complete a game level, the player must bank around a prescribed number of pylons , tree, or hot air balloon slows down the plane.",25,comp_sent
10486,"In 1836 he also leased the civic theatre of Baden bei Wien, and in 1837 the Theater in der Josefstadt in Vienna, buying this theatre in 1840.",27,comp_sent
10487,"From the mid-19th century, the yeomanry's policing role diminished with the establishment of a civilian police force, and renewed fears of invasion turned its focus to national defence.",28,comp_sent
10491,"This melaleuca occurs between Bundanoon and Braidwood in New South Wales on the South Coast, Central and Southern Tablelands Melaleuca capitata is not well known in cultivation but adapts to most soils and situations when adequately watered.",37,comp_sent
10497,"Five churches represent the Georgian, Victorian Gothic, and modified Gothic architectural styles.",12,comp_sent
10499,"Other specimens are in the Royal Botanic Gardens in Melbourne, Geelong and Sydney and select gardens such as Denham Court, Camden Park and Cooma Cottage, in NSW.",27,comp_sent
10500,"Up until 2018, 520d models were fitted as standard with a 6-speed manual transmission, while the ZF 8HP 8-speed automatic transmission is optional.",23,comp_sent
10502,"He won the 2021 Grey Cup with the Winnipeg Blue Bombers as a starter in his first season, defeating the Hamilton Tiger-Cats 33-25.",23,comp_sent
10503,"One left hand drive Optare Tempo was exported to Kiel, Germany in 2007, but it was taken out of service shortly afterwards.",22,comp_sent
10506,"Successively, other units were to be equipped, and by 1942 all other handguns were scheduled to be withdrawn from service.",20,comp_sent
10507,"On 25 April 1942, he was appointed Coadjutor bishop of Meath and Titular bishop of Binda.",16,comp_sent
10509,"The city is located about 100 miles south of the coast of the Gulf of Mexico, and about 50 kilometers from the state capital Villahermosa, near the border with the state of Chiapas.",33,comp_sent
10511,"Pseudhapalopus is a monotypic genus of Bolivian tarantulas containing the single species, Pseudhapalopus aculeatus.",14,comp_sent
10512,"In 1913 he was the first to discover an ancient skeleton of a human in the Olduvai Gorge, in what is now Tanzania.",23,comp_sent
10514,"New Salata Park was established in 1988 and spans an area of 7,313 square meters.",15,comp_sent
10516,"In 2013, it was reported that an animated feature film adaptation of the book was in development by producers Michael Lynne and Bob Shaye through their Unique Features banner and RGH Entertainment.",32,comp_sent
10518,"I wanted to just go to lunch for two months, which is totally different from how you typically do it.",20,comp_sent
10519,"Villalazán is a municipality located in the province of Zamora, Castile and León, Spain.",14,comp_sent
10524,"First defined by Émile Blanchard in 1845, the genus contains 24 species, This firefly article is a stub.",18,comp_sent
10528,"The Premium Pack and Kollector's Edition include a metal trading card and a bonus disc containing a history of Mortal Kombat, several video biographies of characters, and an arcade perfect version of the original Mortal Kombat.",36,comp_sent
10529,"In the wild, the species is known throughout the Congo River basin, with the exception of the southern tributaries.",19,comp_sent
10530,"To date, The 11th Hour only has a 13 percent rating To date, The 11th Hour only has a 13 percent rating.",22,comp_sent
10531,"Probus, Tregony and Grampound was an electoral division of Cornwall in the United Kingdom which returned one member to sit on Cornwall Council between 2013 and 2021.",27,comp_sent
10536,"As Yamaguchi challenged Asanuma, Nagao changed the focus to fifteen feet from ten feet.",14,comp_sent
10540,"In our example, the forward exchange rate of the dollar is said to be at a discount because it buys fewer Japanese yen in the forward rate than it does in the spot rate.",34,comp_sent
10551,"La Drenne is a commune in the department of Oise, northern France.",12,comp_sent
10553,"It was enlarged to over 100,000 acres in 1934 when Glossop Dale Rural District and Hayfield Rural District were abolished and amalgamated into the district.",25,comp_sent
10554,"Diana takes advantage of Elena's presence to distract the young Milanese industrialist, Paolo Donati, who is trying to woo his mother.",21,comp_sent
10555,"Then, while teaching theology at the seminary, he wrote a doctoral dissertation.",12,comp_sent
10558,"There were women, drugs… nobody was doing any work.",9,comp_sent
10563,"Esprit Lodge has hosted numerous significant adventure races, including one of the first Raid the North adventure races in 1999, the Canadian Adventure Racing Championship in 2005, and many other events in partnership with Frontier Adventure Sports, Canada's leading adventure race provider.",42,comp_sent
10568,"The VPB functioned as the de facto armed branch of the Ministry for State Security , the secret police force of the German Democratic Republic, although this ministry had its own military unit, the Felix Dzerzhinsky Guards Regiment as well.",40,comp_sent
10569,"The main facade, facing east, has an elaborate entrance, the door framed by panels and a transom window, with pilasters and a Federal style fan as an outer surround.",29,comp_sent
10572,"His docu-fiction, Boys Don't Wear Nailpolish!, based on a sensitive gender issue, was awarded the Golden Halo Award.",18,comp_sent
10574,"Filmed in France, around Le Touquet it tells the story of a kidnapped heiress being held hostage in a remote beachhouse on the coast of France.",26,comp_sent
10577,"The main components of the coalition were centrist or centre-left, with the notable exception of the communists of UPV.",19,comp_sent
10580,"This small, delicate erica produces thin, willowy stems, covered in velvety hair.",12,comp_sent
10581,"Gerendong Bridge is a bridge that connects two areas in Bogor Regency, West Java, Indonesia; namely Rumpin district and Ciseeng district.",21,comp_sent
10583,"WBET-FM is a radio station located in Sturgis, Michigan.",9,comp_sent
10585,"Even though the identity of Ramesses IV's wife has not been clearly stated in history, she is considered the most likely candidate by virtue of the titles she was given and which were found listed in her tomb.",38,comp_sent
10586,"As another taxonomic curiosity of this genus, E.",8,comp_sent
10588,"Kiipsaare Lighthouse is located on the tip of the Harilaid peninsula on the island of Saaremaa, Estonia, in the territory of Vilsandi National Park.",24,comp_sent
10589,"The following election in 1930, McCool would run against Liberal candidate William Laut for the second time in a straight fight for the district.",24,comp_sent
10593,"Since her debut in 2014, Honda has taken part in sixth edition of AKB48's annual general election.",17,comp_sent
10595,"A young adult and lesbian teen novel, Laura Dean includes themes about teenage lesbian and queer sexuality.",17,comp_sent
10597,"As of the start of 1666, the Gregorian calendar was 10 days ahead of the Julian calendar, which remained in localized use until 1923.",24,comp_sent
10598,"In 1985, he was named dean, a position he would hold for nine years.",14,comp_sent
10600,"Three more ships went to the bottom on this patrol - Bris on 21 April, SS San Jacinto and Derryheen, both on 22 April.",24,comp_sent
10601,"Brachychalcinus orbicularis, or the discus tetra, is an omnivorous characin found in rivers, creeks, and tributaries in tropical South America.",20,comp_sent
10602,"Washington Birthplace Memorial Commission, and were priced at $1 each for the Philadelphia and San Francisco issues, while the lower mintage Denver issue sold for $1.",26,comp_sent
10606,"In the second round she played former Wimbledon champion, and fellow left-hander, Petra Kvitová.",14,comp_sent
10607,"Released on April 29, 1983, this is the third album by the duo and was their last for the Capitol Records label.",22,comp_sent
10609,"They remained members of the league until it was disbanded at the end of the 2020–21 season, at which point they were transferred to Division One of the United Counties League.",31,comp_sent
10611,"Roosevelt lost the election to Woodrow Wilson, but Kellor continued her fight for immigrant rights.",15,comp_sent
10613,"The local council consists of 13 members, 10 from the conservative ÖVP and 3 from the SPÖ.",17,comp_sent
10618,"Siebenbäumen is a municipality in the district of Lauenburg, in Schleswig-Holstein, Germany.",12,comp_sent
10620,"Unfortunately, her magical girl form is that of a large, healthy, athletic, muscular man in a small, cute, girlish uniform, which is causing endless embarrassment to Saki.",27,comp_sent
10622,"Amongst seniors, she made her breakthrough during the 2013–14 season.",10,comp_sent
10628,"The earliest practical and commercially successful color photography reversal process was the Lumière Autochrome, introduced in 1907.",17,comp_sent
10630,"She worked for the 1925-1929 Windmill Hill, Avebury excavations where she was the first to recognise the use of bird bones to decorate Neolithic pottery.",25,comp_sent
10631,"The principals of the firm are Brian Messana, AIA and Toby O'Rorke, RIBA.",13,comp_sent
10634,"In Portugal, he and his co-driver Miikka Anttila were lucky to escape injury in the most serious crash in Latvala's career.",21,comp_sent
10635,"The original building on the site was commissioned by James Butler, 1st Duke of Ormond as the new home for Kilkenny Grammar School and was completed in 1667.",28,comp_sent
10636,"Its been an honor to collaborate with Steve, whom I thank for producing the song that has us so pumped to release!! We are ready to form a “Jaleo” !! The song is a combination of invigorating latin rhythms and electronic beats.",42,comp_sent
10638,"From March 2004 to March 2006 he was a member of the Parliament of the Free and Hanseatic City of Hamburg, as part of the legal and home affairs committees.",30,comp_sent
10641,"Fossils of the family have been found in Deseadan to Colhuehuapian Fray Bentos, Deseado, Cerro Bandera and Sarmiento Formations and the Colhué Huapí Member of Argentina and the Puca Group of Bolivia.",32,comp_sent
10643,"There are dingy and checkered skipper butterflies and rare thimble morel, bleach cup fungus and ribbed stark-cup fungi near the old thorn.",22,comp_sent
10644,"Tefflus is a genus of large, black and flightless Afrotropical ground beetles in the tribe Panagaeini.",16,comp_sent
10645,"But when his wife Norea wants to board the ark, Noah attempts to not let her, thus she uses her divine power to blow on the ark, causing it to be consumed by fire.",34,comp_sent
10649,"The River Ouzel runs diagonally through it, from west to north.",11,comp_sent
10652,"However, Vattisen Yaly differs significantly from other forms of Tengrism in that the Chuvash have been heavily influenced by Finnic and Slavic cultures as well as those of other Indo-European speaking ethnicities The Chuvash traditional religion boasts an unbroken continuity from pre-Christian times, having been preserved in a few villages of the Chuvash diaspora outside Chuvashia until modern times.",59,comp_sent
10658,"In Sandra the Fairytale Detective, her name is Victoria because she is the Queen of Victory.",16,comp_sent
10660,"When construction began, the costs for the first phase had risen to $292.",13,comp_sent
10664,"Ono created the concept for the book in 1996, when she was experimenting with digital art.",16,comp_sent
10667,"Antje von Graevenitz was married , who was an artist of kinetic objects.",13,comp_sent
10669,"Erymophyllum is a genus of flowering plants in the family Asteraceae, endemic to Australia.",14,comp_sent
10670,"These plays are represented in the works entitled The Divine Inquisition, a new translation from the Ancient Greek to English verse in sestinas.",23,comp_sent
10672,"They are elongated in shape and mainly silver or golden-silver in color, sometimes with yellow fins.",16,comp_sent
10675,"It's the only song on the mixtape to have featured guest vocals, which are from PnB Rock.",17,comp_sent
10676,"The disc's first and only single, Put You Up on Game, featuring Fantasia was released to radio on October 1, 2007.",21,comp_sent
10677,"His first goal was scored against Racing, and also scored a goal in the classic Santa Fe for Union achieved a draw after trailing 2–0 against Columbus.",27,comp_sent
10679,"She decided she really wanted to try show business, and went out on the road.",15,comp_sent
10680,"Weaver's Needle, popular for rock climbing, is on the east side of the mountain.",14,comp_sent
10683,"The community of Solyane is located in the southern part of the spit, administered as part of the Republic of Crimea.",21,comp_sent
10684,"The film won three Myanmar Academy Awards including Best Film, Best Director and Best Supporting Actor.",16,comp_sent
10688,"In 1966 the state government announced that the sealed road would be extended to Port Hedland, over a nine-year period.",20,comp_sent
10691,"Mks II, III and IV guns were interchangeable and equipped the following warships : A 25-ton version with a bore of 300 inches and firing a 450-pound projectile was supplied in 1884 to the Australian colony of Victoria, mounted on the gunboat HMVS Victoria.",44,comp_sent
10692,"In his first season, he was mainly used as a substitute.",11,comp_sent
10694,"Mitra magnifica is a species of medium-large sea snail, a marine gastropod mollusk in the family Mitridae, the miters or miter snails.",22,comp_sent
10696,"As of the census of 2000, there were 4,590 people, 1,851 households, and 1,269 families residing in the CDP.",19,comp_sent
10697,"It is and one of the leading centers of petroleum production in Egypt, having housed the main operations for first the Anglo-Egyptian Oil Company and then the Egyptian national petroleum company.",31,comp_sent
10698,"Fanny Warn Stenhouse and was most famous for her 1872 publication Exposé of Polygamy in Utah: A Lady’s Life among the Mormons, a record of personal experience as one of the wives of a Mormon elder during a period of more than twenty years in the mid-1800s.",47,comp_sent
10701,"He then embarked on other, more northerly railway projects: Ardrossan.",10,comp_sent
10707,"She uses her superphone to call her mum, who is upset with her for being in Cardiff with Mickey and not coming home for a visit.",26,comp_sent
10709,"In Lawrenson's first full season, 1981–82, Liverpool won the League championship and the League Cup, defeating Tottenham Hotspur in the final.",21,comp_sent
10714,"Although initially attracted to the role of Puccini's Madama Butterfly, she later blamed this for her early retirement in 1954; Favero said the role of Cio-Cio-San was my ruination.",29,comp_sent
10715,"He represented the senatorial division of Stadacona, Quebec, from September 23, 1990 until his resignation on December 9, 1992.",19,comp_sent
10716,"Part of the city wall, a gate, and a few buildings of the Roman period were uncovered here in excavations.",20,comp_sent
10717,"After spending a few days at Lake Washington following her upkeep period alongside Melville, Young underwent a brief yard period at the Puget Sound Navy Yard before she sailed south, escorting Battle Division 4 to San Francisco Bay at the end of August.",43,comp_sent
10719,"The Duflex was also the first SLR with an instant-return mirror, which prevented the viewfinder from being blacked out after each exposure.",22,comp_sent
10720,"The population was 609 at the 2010 census, down from 918 at the 2000 census.",15,comp_sent
10723,"In order to understand such circumstances surrounding women, in these peaceful days, women should think directly about sex without fear, not just about sex with fear.",26,comp_sent
10724,"Before that, Zambia was the British protectorate of Northern Rhodesia and used a defaced Blue Ensign as its flag.",19,comp_sent
10725,"Furthermore, objections were raised because of Boisvenu's six-month delay in complying with a previous ethics order.",16,comp_sent
10726,"Born in Liverpool, Jennings played youth football at Liverpool before being released as schoolboy.",14,comp_sent
10729,"On January 18, 2021, it was announced that Kim would make his comeback with a new album in February.",19,comp_sent
10732,"Coarse threads have a larger threadform relative to screw diameter, where fine threads have a smaller threadform relative to screw diameter.",21,comp_sent
10733,"The games were played in Mexico City, Miami, and for the first time in a northern U.",17,comp_sent
10734,"Machi castle is a historical castle located in Hamun County in Sistan and Baluchestan Province, The longevity of this fortress dates back to the Safavid dynasty.",26,comp_sent
10736,"To the south, the quarter borders with Quartiere Prenestino-Labicano , from which is separated by the portion of Via Prenestina between Largo Preneste and Piazzale Labicano.",26,comp_sent
10740,"The film is about a group of cowboys searching for gold, double-leading to double crosses as they continually change allegiances and get the upper hand only to be thwarted by fellow outlaws, mysterious insurance investigators and each other.",38,comp_sent
10744,"That same day officers of the Mexican government urges Television Mexicana, the most powerful television corporation, to create a media distraction by disclosing a scandalous story involving Governor Carmelo Vargas by showing a video where the Governor is accepting bribes from drug lords so the public turn their attention to the presidential situation and turn them to Governor Vargas scandal.",60,comp_sent
10746,"Macy was selected with the 22nd pick of the 1979 NBA Draft by the Phoenix Suns, even though he had a year of college eligibility remaining.",26,comp_sent
10747,"Scurria ceciliana is a species of sea snail, a true limpet, a marine gastropod mollusk in the family Lottiidae, one of the families of true limpets.",26,comp_sent
10748,"The house was designed in 1916, shortly after the murder of his mistress, Mamah Borthwick, and destruction of the residential wing at his home, Taliesin, and during the same period as his Imperial Hotel in Tokyo.",36,comp_sent
10750,"In its winter 2018 issue, Oxford American magazine published an essay about Johnson's life as a young performer in Winston-Salem, North Carolina, and how his earliest experiences affected his career in Italy.",32,comp_sent
10753,"She concluded the interview with advice to new aspiring idols, that while it is important to work hard, the direction in which you are pursuing is important too.",28,comp_sent
10754,"The crew consisted of the pilot in command Yuri Abaturov, co-pilot Nikolai Mikhaylov, navigating officer Anatoly Zagorsky, flight engineer Viktor Ospishchev and radio officer Yuri Yefremov.",26,comp_sent
10755,"It was halved and trucked into the city in 1991, reassembled in the parking lot of the Franklin County Veterans Memorial, and moved to Battelle Riverfront Park.",27,comp_sent
10756,"Glenn Astarita at AllMusic gave Chromaticity three stars out of five, saying that Simply put, MacAlpine possesses enormous chops! He also praised the contributions of drummer Steve Smith and bassist Barry Sparks.",32,comp_sent
10759,"He was elected in 1987, defeating long-term incumbent Frank Slayton, but lost reelection two years later.",16,comp_sent
10762,"The ban on fixed-wing aircraft was lifted in 1989, and the Italian Navy acquired Harrier II fighters to fly from the aircraft carrier Giuseppe Garibaldi.",25,comp_sent
10763,"Natasha plays a prisoner trying to attract the attention of Ozuna, the prison director.",14,comp_sent
10766,"The branch had opened in 1905 when the neighborhood was inhabited by middle-class Jews, but a migration of southern Blacks, Caribbean, and South American Blacks following World War I changed the neighborhood to be a majority African-American neighborhood by the time Rose was appointed.",44,comp_sent
10769,"Rai Bahadur Dinesh Chandra Sen was a Bengali writer, educationist and researcher of Bengali folklore from the Indian subcontinent.",19,comp_sent
10777,"There are a number of abandoned villages in the district, such as Taskan, Elgen and Ust-Taskan.",16,comp_sent
10780,"After the Congress moved to Buenos Aires, he resigned his mandate and returned to his hometown.",16,comp_sent
10782,"After the Great War, Fix-Masseau was the first sculptor to create a celebratory statuette of a tank, the Renault F 17, highlighting the age of the machines in war, which was previously only allegorized with male nudes with swords and classizizing depictions of the female Victoria.",46,comp_sent
10783,"The Scenic Rim Regional Council operates a mobile library service which visits the corner or Waterford-Tamborine Road & Beenleigh-Beaudesert Road, opposite the Shell service station.",25,comp_sent
10787,"His brother Malcolm Smith Schell also served in the Canadian House of Commons, and at the same time.",18,comp_sent
10790,"From 1932 to 1939, takeoffs and landings increased from 6,000 to 50,000 and passenger number increased to 72,000.",18,comp_sent
10793,"Guasayán Department is a departamento of the province of Santiago del Estero, Argentina.",13,comp_sent
10794,"The district has one high school, Windham High School; and one elementary school, Katherine Thomas Elementary School.",17,comp_sent
10797,"The IMOCA 60 Class yacht Spirit Of Hungary, HUN 77.",10,comp_sent
10798,"It has been shown that for beginners, multiple-set training offers minimal benefits over single-set training with respect to either strength gain or muscle mass increase, but for the experienced athlete multiple-set systems are required for optimal progress.",37,comp_sent
10799,"The 2005–06 West Virginia Mountaineers men's basketball team represented West Virginia University from Morgantown, West Virginia during the 2005-06 season.",20,comp_sent
10800,"This article incorporates text from a publication now in the public domain: Lee, Sidney, ed.",15,comp_sent
10801,"The final scene shows Anubis about to address his people as their new emperor, with a Necris version of Selket behind him.",22,comp_sent
10802,"He performed in a variety of genres, including mainstream jazz, swing, and jump blues.",14,comp_sent
10804,"For the 2019 European Parliament election Front-men of punk-rock Hladno Pivo, one of the most popular rock bands in country Mile Kekin and his wife Ivana also joined the party list as socialists who were concerned with a lack of social policies in the established center-left SDP.",47,comp_sent
10805,"The depot was referred to as the Naubinway Junction, although its exact location and dates of operation are unknown.",19,comp_sent
10806,"One refers to the construction and deconstruction of the nation's constitutive elements that makes their own identity, while the second has a more restricted view of the notion of specific language and ideologies that may served in a specific purpose.",40,comp_sent
10812,"Nunohara Station is a JR West Hakubi Line and Geibi Line station located on the west side of Niimi, Okayama Prefecture, Japan.",22,comp_sent
10813,"The SuperAGILE SA is an instrument based on a set of four silicon strip detectors, each equipped with one-dimensional coded mask.",21,comp_sent
10816,"Salma was then accepted by all of them and flew to Beirut, Lebanon, to pursue the casting process.",18,comp_sent
10817,"Cristián Fernando Suárez Figueroa , is a Chilean football defender who currently plays for Palestino.",15,comp_sent
10818,"Indonesia uses the UAE as the main gate to enter the Persian Gulf and Middle East market, that is why Indonesia's export to UAE is the largest in the Middle East.",31,comp_sent
10820,"Isoetes muelleri is a species of quillwort, a type of lycophyte.",11,comp_sent
10823,"Tiptree Heath is a 25 hectare biological Site of Special Scientific Interest south-west of Tiptree in Essex, England.",18,comp_sent
10824,"He is noted for portraying many characters in the Star Trek franchise, across four different Star Trek television series.",19,comp_sent
10829,"During the tenth season, Pratt was supposedly fired by the frustrated Dr Romano, whom he had been bumping heads with ever since Romano took over the ER.",27,comp_sent
10831,"Since 1 January 2019, it is part of the town Königsee.",11,comp_sent
10832,"Bisma and the other six members was trained for six-month before their debut on October 10, 2010 with the song titled I Heart You.",24,comp_sent
10833,"Magnesium polonide is unusual as it is not isostructural with magnesium telluride: The effective radius of the polonide ion ionic radii of the cations: The lanthanides also form sesquipolonides of formula Ln2Po3, which can be considered to be ionic compounds.",40,comp_sent
10834,"The genus name of Meesia is in honour of David Meese , who was a Dutch botanist, notable for his authorship of the Flora frisica in 1760.",27,comp_sent
10835,"She then wrote a weekly newspaper column for Britain's The Independent from November 2008 to June 2009, titled Girl About Town and later New York Doll.",26,comp_sent
10836,"Westheim is a municipality in the district of Germersheim, in Rhineland-Palatinate, Germany.",12,comp_sent
10838,"The parish church is the center of most Catholics' spiritual life, since it is there that they receive the sacraments.",20,comp_sent
10839,"A large number of kit cars, possibly the majority made in the UK, use space frame construction, because manufacture in small quantity requires only simple and inexpensive jigs, and it is relatively easy for an amateur designer to achieve good stiffness with a space frame.",45,comp_sent
10840,"On August 13, 1966, while living in Rome, Jeffries married Gail Harris, the mother of John Paul Getty III.",19,comp_sent
10841,"Milton Ventura, police and brother of the deceased, returns to the village, after 30 years of absence, to clarify the case.",21,comp_sent
10847,"Amazon had asked for the app to be removed due to violation of the Amazon API terms and conditions section 4e  You will not, without our express prior written approval requested via this link, use any Product Advertising Content on or in connection with any site or application designed or intended for use with a mobile phone or other handheld device.",61,comp_sent
10848,"Henry Parson Sneed, a clergyman and mason, led a group of settlers from Oklahoma to an area by the Athabasca River.",21,comp_sent
10850,"Austromitra canaliculata is a species of small sea snail, marine gastropod mollusk in the family Costellariidae, the ribbed miters.",19,comp_sent
10852,"Similar to his Greek equivalent Hermes, he was awarded a magic wand by Apollo, which later turned into the caduceus, the staff with intertwined snakes.",25,comp_sent
10854,"At age seventeen, he started as a DJ, and became a pioneer in the Dutch music scene playing hip hop, house, acid house and techno in renowned Dutch clubs such as the Roxy and the Vrije Vloer.",37,comp_sent
10855,"Thus over the 250 years that the rating system of the Royal Navy was used, only a relatively small number of these ships saw service.",25,comp_sent
10857,"He won the national titles in the 100 m in 1944 and 1946 and in the long jump in 1939, 1944 and 1945.",23,comp_sent
10858,"On February 2, 2010, by the virtue of the Republic Act 9740, Biñan became a component city after its voters accepted the ratification in the plebiscite.",26,comp_sent
10859,"Roßbach is a municipality in the district of Rottal-Inn in Bavaria, Germany.",12,comp_sent
10860,"The country has participated in every subsequent event of both the Summer and Winter Paralympics, although its delegations have generally been small.",22,comp_sent
10862,"It ran another race later in the season at Texas with David Gilliland, but finished 35th after suffering rear-end problems early into the race.",24,comp_sent
10866,"It is a right tributary of the Naxçıvançay, itself a tributary of the Aras.",14,comp_sent
10869,"The Doomsday clones spread across the world, wreaking havoc.",9,comp_sent
10870,"Though considered innovative at the time, the feature was eliminated on most firearms due to its complexity.",17,comp_sent
10871,"The park offers fishing for bass, bluegill and pike, swimming, hiking, picnicking, boat launch, boat rentals, campgrounds, and mini-cabins.",19,comp_sent
10872,"The first section, Tag, tells the story, in the typical Vlad Taltos as first person narrator style, of certain events early in his career as a high-ranking Jhereg.",28,comp_sent
10878,"On 1 July 2011, Handzuš signed a two-year, $5 million contract with the San Jose Sharks.",16,comp_sent
10880,"All told he won the Giro a record five times in 1925, 1927, 1928, 1929 and 1933.",17,comp_sent
10883,"Empis opaca is a species of dance flies, in the fly family Empididae.",13,comp_sent
10884,"The Portrait of Pietro Manna, misidentified by Giorgio Vasari as a portrait of Pietro Maria, In this painting, she represented her family's name and heritage.",25,comp_sent
10887,"They raided Palma del Río, killing many inhabitants, then proceeded as far as Seville which they bypassed.",17,comp_sent
10896,"Other predators are crocodiles, wolves and dogs, large raptors, and for small species and young animals, large snakes.",18,comp_sent
10897,"Ieng Sary, reportedly living in an opulent Phnom Penh villa surrounded by security guards and barbed wire On 16 December 2009, the tribunal officially charged him with genocide for his involvement with the subjugation and murder of Vietnamese and Muslim minorities in Cambodia.",43,comp_sent
10901,"The tehsil headquarters is located at Solapur, which is also the district headquarters and its largest city.",17,comp_sent
10903,"On the same day of Lanzaat's release from Carl Zeiss Jena, Wehen Wiesbaden announced the signing of the player on a two-year contract.",23,comp_sent
10907,"Despite being situated on the same site as Basingstoke and North Hampshire Hospital, the clinic provides services to private patients only.",21,comp_sent
10909,"Calliostoma emmanueli is a species of sea snail, a marine gastropod mollusk in the family Calliostomatidae.",16,comp_sent
10910,"The adaxial surface of the leaf is concave, colored gray-green to yellow-green, and puberulent, becoming glabrous in age.",18,comp_sent
10911,"She ruled that it was a violation of the Constitution's Establishment Clause, which bars the government from favoring any one religion.",21,comp_sent
10912,"In an August 2021 interview with Germany's Virus Magazine, composer Gavin Goszka mentioned that the idea for Bloodlines came from Midnight Syndicate's desire to create new material to add to an upcoming vinyl reissue of The 13th Hour.",38,comp_sent
10914,"Raymond Torres-Santos is a composer and conductor, pianist, arranger, and producer of both classical and popular music.",17,comp_sent
10916,"Steele was a member of 56 Group Wales from 1963 to 1974, and a life / honorary member since 1974.",20,comp_sent
10918,"Amidst the lockdowns due to the COVID-19 pandemic, two college boys in Adamson University are about to cross paths for a school project.",23,comp_sent
10920,"Yamaya was the son of a samurai retainer of Nambu Domain in Morioka, Mutsu Province.",15,comp_sent
10922,"The race was stopped and canceled, and the event was removed from the Indy Racing League schedule.",17,comp_sent
10930,"In 2018, the Chinese government blocked hip-hop culture and actors with tattoos from appearing on television.",16,comp_sent
10933,"Dora Mayer was born in Hamburg, Germany, the daughter of Anatol Mayer, a merchant, Mayer wrote on women's rights, philosophy, social concerns, Like many other pro-indigenous activists of the time, Mayer was influenced by Manuel González Prada.",37,comp_sent
10935,"No Coast is the fourth studio album by American emo band Braid, released July 8, 2014, on Topshelf Records.",19,comp_sent
10936,"As a result, he abandoned his group headed towards the ocean, with the bomb exploding only seconds after.",18,comp_sent
10943,"However, on one of these ranches, the Circle R, lives the Ryder family who resist the gang.",17,comp_sent
10945,"In Nebraska, to purchase a handgun, a permit to purchase is required.",12,comp_sent
10946,"Four episodes are known to survive – the second nighttime episode, an episode guest-hosted by Rowe , the 500th daytime episode, and the third-to-last episode of Video Village Junior.",29,comp_sent
10948,"In October 1972, the station was rebuilt at a new location 100 metres north of its original location, and the next station on the line was abolished.",27,comp_sent
10953,"Tensions of the encounter overflowed after full-time and the match concluded on an ugly note when Saints forward, Jim Hale went toe-to-toe with Gilbert.",24,comp_sent
10955,"The series was scripted by Simon Raven, based on Fox's maternal aunt Frances Donaldson's biography of the King, Edward VIII.",20,comp_sent
10956,"In the episode Internment, when the group returns to the prison, Bob helps administer the medicine to the surviving inhabitants.",20,comp_sent
10958,"Over 600 Italians, including the commander of the Italian 77th Regiment, were taken prisoner.",14,comp_sent
10960,"Hammerfest also claims to the world's northernmost town over 5,000 people, although there are many smaller northernmost settlements in the world.",21,comp_sent
10961,"Inks, one of the original members on the LCRA Board of Directors.",12,comp_sent
10962,"Clubul Sportiv Agronomia București, commonly known as CS Agronomia București or simply Agronomia București, is a Romanian women's basketball club based in Bucharest, currently participates in the Liga Națională, the top-tier league in Romania.",34,comp_sent
10965,"The album's second single, Colour of Love, was released in 1996, and peaked at #74 on the US Billboard Hot 100, and at #58 on the Australian ARIA Charts and #31 in New Zealand.",34,comp_sent
10967,"In 2013, the township officials were Gilbert Overmyer, Paul Lotycz, and Mike Willis.",13,comp_sent
10971,"Three male pentathletes represented Hungary in 1976, winning bronze in the team event.",13,comp_sent
10972,"In 1990, he left Pescara to join Salernitana, and retired in 1993 at the age of 35 after two seasons with Vis Pesaro.",23,comp_sent
